,title,subtitle,authors,publisher,publishdate,description,isbn_13,page_count,main_categories,categories,average_rating,ratings_count,maturity_rating
689,The essential Neruda,selected poems,['Pablo Neruda'],City Lights Books,2004-04,"Recipient of the Nobel Prize for Literature and the International Peace Prize ""The call for a more accessible collection of Neruda's important poems is answered with City Lights' The Essential Neruda, a 200-page edition that offers 50 of Neruda's key poems.""-- The Bloomsbury Review This bilingual collection of Neruda's most essential poems is indispensable. Selected by a team of poets and prominent Neruda scholars in both Chile and the U.S., this is a definitive selection that draws from the entire breadth and width of Neruda's various styles and themes. An impressive group of translators that includes Alistair Reid, Stephen Mitchell, Robert Hass, Stephen Kessler and Jack Hirschman, have come together to revisit or completely retranslate the poems; and a handful of previously untranslated works are included as well. This selection sets the standard for a general, high--quality introduction to Neruda's complete oeuvre. "" ...The Essential Neruda will prove to be, for most readers, the best introduction to Neruda available in English. In fact, I can think of few other books that have given me so much delight so easily. At only 234 pages (bilingual), it somehow manages to convey the fullness of Neruda's poetic arc: Reading it is like reading the autobiography of a poetic sensibility (granted, the abridged version).""--The Austin Chronicle ""This book is a must-have for any reader interested in a definitive sampling of the most essential poems by one whom many consider one of the best poets of the 20th century.""--Mike Nobles, Tulsa World ""What better way to celebrate the hundred years of Neruda's glorious residence on our earth than this selection of crucial works-- in both languages -- by one of the greatest poets of all time. A splendid way to begin a love affair with our Pablo or, having already succumbed to his infinite charms, revisit him passionately again and again and yet again.""--Ariel Dorfman, author of Konfidenz and The Nanny and the Iceberg ""If the notion had struck Pablo Neruda, I am quite sure that like Fernando Pessoa and Antonio Machado he would have given birth to what the former called heteronyms. Like Pessoa especially, Neruda can be several poets according to where he is and when and what his mood might be. It is quite fitting therefore that his work in this anthology be shared by various translators, for, ideally, a translator is but another heteronym speaking in a different tongue and at a different time. Neruda is well served here by these other voices of his.""--Gregory Rabassa ""The editors and translators know how to extract gold from a lifetime of prolific writing. If you want a handy Neruda companion and don't know where to begin, this is it.""--The Bloomsbury Review",9780872864283,228,['History'],['History'],4.5,13,NOT_MATURE
690,Twenty Love Poems and a Song of Despair,Dual-Language Edition,['Pablo Neruda'],Penguin Classics,2006-12-26,"When it appeared in 1924, this work launched into the international spotlight a young, unknown poet whose writings would ignite a generation. Merwin's incomparable translation faces the original Spanish text in this volume that continues to inspire lovers and poets.",9780143039969,86,['Literary Collections'],['Literary Collections'],4,759,MATURE
691,Edward Lear's Book of Nonsense,With Lear's Original Illustrations,['Edward Lear'],,1995,A collection of over one hundred limericks accompanied by the author's original illustrations,9781888297010,46,['Computers'],['Computers'],,,NOT_MATURE
692,Providence of a Sparrow,Lessons from a Life Gone to the Birds,['Chris Chester'],Anchor,2004-04-13,"“There’s a special providence in the fall of a sparrow.” --William Shakespeare, Hamlet B fell twenty-five feet from his nest into the life of Chris Chester. The encounter was providential for both of them. B and Chester spent hours together playing games like bottle-cap fetch or hide-and-seek. They learned “words” in each other’s vocabularies. B developed a fetish for nostrils and a dislike of the color yellow. He grew anxious if Chester came home late from work. At bedtime he would rub his sleepy eyes on Chester’s thumb and settle to sleep in his palm. Chester ended up turning part of his house into an aviary and adjusting his social life to meet B’s demands. This was a small price to pay, though, for the trust and comfort of a twenty-five-gram friend who brought joy and wonder back into his life.",9781400033850,306,['Biography & Autobiography'],['Biography & Autobiography'],4,3,NOT_MATURE
693,Poems,Poems,"['Li Po', 'Tu Fu']",Penguin,1973-07-30,"The poems of two of China’s most influential classical poets: Tu Fu, called “China’s Shakespeare” (BBC), and Li Po, the subject of Ha Jin’s The Banished Immortal and “China’s most beloved poet” (The New Yorker) A Penguin Classic Li Po (AD 701–62) and Tu Fu (AD 712–70) were devoted friends who are traditionally considered to be among China's greatest poets. Li Po, a legendary carouser, was an itinerant poet whose writing, often dream poems or spirit-journeys, soars to sublime heights in its descriptions of natural scenes and powerful emotions. His sheer escapism and joy is balanced by Tu Fu, who expresses the Confucian virtues of humanity and humility in more autobiographical works that are imbued with great compassion and earthy reality, and shot through with humour. Together these two poets of the T'ang dynasty complement each other so well that they often came to be spoken of as one – 'Li-Tu' – who covers the whole spectrum of human life, experience and feeling. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",9780140442724,266,['Poetry'],['Poetry'],4,2,NOT_MATURE
694,Harry Potter & The Goblet,,['J. K. Rowling'],Huang Guan,2001-12,Harry Potter and the Goblet of Fire. In traditional Chinese Edition.,9789573318316,762,"['Chinese language, books in']","['Chinese language, books in']",,,NOT_MATURE
695,Five Tʻang Poets,"Wang Wei, Li Po, Tu Fu, Li Ho, Li Shang-yin",['Wang Wei'],Field Translation Series,1990,"Five great poets of the T'ang dynasty (eighth and ninth centuries A.D.) are represented in this collection: Wang Wei, Li Po, Tu Fu, Li Ho, and Li Shang-Yin. Each poet is introduced by the translator and represented by a selection that spans the poet's development and career. These constitute some of the greatest lyric poems ever written.",9780932440556,190,['Poetry'],['Poetry'],4,2,NOT_MATURE
696,Juniper,,['Monica Furlong'],Random House Books for Young Readers,1991,"While apprenticed to the witch woman Juniper, a young girl struggles to save her family from the evil machinations of her power-hungry aunt Meroot. Prequel to ""Wise Child.""",9780394832203,0,['Occult fiction'],['Occult fiction'],5,1,NOT_MATURE
697,A Short History of Byzantium,,['John Julius Norwich'],Vintage,1998-12-29,"""Norwich is always on the lookout for the small but revealing details. . . . All of this he recounts in a style that consistently entertains."" --The New York Times Book Review In this magisterial adaptation of his epic three-volume history of Byzantium, John Julius Norwich chronicles the world's longest-lived Christian empire. Beginning with Constantine the Great, who in a.d. 330 made Christianity the religion of his realm and then transferred its capital to the city that would bear his name, Norwich follows the course of eleven centuries of Byzantine statecraft and warfare, politics and theology, manners and art. In the pages of A Short History of Byzantium we encounter mystics and philosophers, eunuchs and barbarians, and rulers of fantastic erudition, piety, and degeneracy. We enter the life of an empire that could create some of the world's most transcendent religious art and then destroy it in the convulsions of fanaticism. Stylishly written and overflowing with drama, pathos, and wit, here is a matchless account of a lost civilization and its magnificent cultural legacy. ""Strange and fascinating . . . filled with drollery and horror."" --Boston Globe",9780679772699,0,['History'],['History'],4,13,NOT_MATURE
698,The Moonstone,,['Wilkie Collins'],Penguin Mass Market,1994-01,"The Moonstone, a yellow diamond looted from an Indian temple and believed to bring bad luck to its owner, is bequeathed to Rachel Verinder on her eighteenth birthday. That very night the priceless stone is stolen again and when Sergeant Cuff is brought in to investigate the crime, he soon realizes that no one in Rachel’s household is above suspicion. Hailed by T. S. Eliot as ‘the first, the longest, and the best of modern English detective novels’, The Moonstone is a marvellously taut and intricate tale of mystery, in which facts and memory can prove treacherous and not everyone is as they first appear.",9780140620139,463,['Detective and mystery stories'],['Detective and mystery stories'],4,144,NOT_MATURE
